Command,Mode,Script,Application,Repository,Title
toggle breakpoint input window,NULL,key(ctrl-alt-b),microsoft_edge,mystuff,NULL
console evaluate text,NULL,key(ctrl-shift-e),microsoft_edge,mystuff,NULL
frame next,NULL,key(ctrl-.),microsoft_edge,mystuff,NULL
frame previous,NULL,"key(ctrl-,)",microsoft_edge,mystuff,NULL
snippet run,NULL,key(ctrl-enter),microsoft_edge,mystuff,NULL
step into,NULL,key(f11),microsoft_edge,mystuff,NULL
step out,NULL,key(shift-f11),microsoft_edge,mystuff,NULL
step over,NULL,key(f10),microsoft_edge,mystuff,NULL
continue,NULL,key(f8),microsoft_edge,mystuff,NULL
[toggle] breakpoint,NULL,key(ctrl-b),microsoft_edge,mystuff,NULL
panel next,NULL,key(ctrl-]),microsoft_edge,mystuff,NULL
panel previous,NULL,key(ctrl-[),microsoft_edge,mystuff,NULL
hunt this,NULL,key(ctrl-f),microsoft_edge,mystuff,NULL
(find again) | (hunt next),NULL,key(f3),microsoft_edge,mystuff,NULL
test Blazor CRUD example,NULL,"
user.open_url(""https://localhost:7026/"")
sleep(400ms)
key(alt-t)
sleep(100ms)
insert(""example"")
sleep(200ms)
key(tab)
sleep(100ms)
key(down)
sleep(100ms)
key(tab)
key(enter)
sleep(100ms)
key(tab:15)
sleep(100ms)
key(space)
key(tab:9)
sleep(100ms)
key(space)
sleep(100ms)
key(alt-r)
sleep(100ms)
key(alt-g)",microsoft_edge,mystuff,NULL
microphone mute,NULL,"
# Google Meet
key(ctrl-d)",microsoft_edge,mystuff,NULL
start realtime,NULL,"
speech.disable()
key(alt-m)",microsoft_edge,mystuff,NULL
^(realtime copy)+$,NULL,"
key(alt-t)
sleep(100ms)
key(ctrl-a)
sleep(100ms)
key(ctrl-c)",microsoft_edge,mystuff,NULL
^(realtime paste)+$,NULL,"
key(alt-t)
sleep(100ms)
key(ctrl-a)
sleep(100ms)
key(ctrl-c)
sleep(100ms)
key(alt-tab)
sleep(100ms)
key(ctrl-v)",microsoft_edge,mystuff,NULL
test customer,NULL,"
key(alt-m)
sleep(100ms)
insert(""Cu"")
sleep(100ms)
insert(""st"")
sleep(500ms)
key(tab)
sleep(600ms)
key(enter)",microsoft_edge,mystuff,NULL
go local documents,NULL,"user.file_manager_open_directory(""C:\\Users\\MPhil\\Documents"")",explorer.exe,mystuff,NULL
go downloads,NULL,"user.file_manager_open_directory(""C:\\Users\\MPhil\\Downloads"")",explorer.exe,mystuff,NULL
go pictures,NULL,"user.file_manager_open_directory(""C:\\Users\\MPhil\\OneDrive\\Pictures"")",explorer.exe,mystuff,NULL
go one drive documents,NULL,"user.file_manager_open_directory(""C:\\Users\\MPhil\\OneDrive\\Documents"")",explorer.exe,mystuff,NULL
open in terminal,NULL,"
key(alt-f)
sleep(400ms)
key(t)",explorer.exe,mystuff,NULL
open in code,NULL,"
key(alt-f)
sleep(400ms)
key(i)",explorer.exe,mystuff,NULL
copy path,NULL,key(ctrl-shift-c),explorer.exe,mystuff,NULL
touch top file,NULL,"
# Touch the top file in the explorer on monitor two only
mouse_move(2220, 145)
mouse_click(0)",explorer.exe,mystuff,NULL
search box,NULL,"
key(ctrl-e)",explorer.exe,mystuff,NULL
new window,NULL,"
key(ctrl-n)",explorer.exe,mystuff,NULL
close window,NULL,"
key(ctrl-w)",explorer.exe,mystuff,NULL
show parent folders,NULL,"
key(ctrl-shift-e)",explorer.exe,mystuff,NULL
new folder,NULL,"
key(ctrl-shift-n)",explorer.exe,mystuff,NULL
show sub folders,NULL,"
key(num_lock-*)",explorer.exe,mystuff,NULL
expand folder,NULL,"
key(num_lock-+)",explorer.exe,mystuff,NULL
collapse folder,NULL,"
key(num_lock--)",explorer.exe,mystuff,NULL
preview pane,NULL,"
key(alt-p)",explorer.exe,mystuff,NULL
properties,NULL,"
key(alt-enter)",explorer.exe,mystuff,NULL
next folder,NULL,"
key(alt-right)",explorer.exe,mystuff,NULL
parent folder,NULL,"
key(alt-up)",explorer.exe,mystuff,NULL
previous folder,NULL,"
key(alt-left)",explorer.exe,mystuff,NULL
go back,NULL,"
key(backspace)",explorer.exe,mystuff,NULL
expand selection,NULL,"
key(right)",explorer.exe,mystuff,NULL
collapse selection,NULL,"
key(left)",explorer.exe,mystuff,NULL
bottom of window,NULL,"
key(end)",explorer.exe,mystuff,NULL
top of window,NULL,"
key(home)",explorer.exe,mystuff,NULL
toggle maximize,NULL,"
key(f11)",explorer.exe,mystuff,NULL
align left,NULL,key(ctrl-shift-l),msedge.exe,mystuff,NULL
align centre,NULL,key(ctrl-shift-e),msedge.exe,mystuff,NULL
align right,NULL,key(ctrl-shift-r),msedge.exe,mystuff,NULL
remove formatting,NULL,key(ctrl-\),msedge.exe,mystuff,NULL
mark spam,NULL,key(!),msedge.exe,mystuff,NULL
print message,NULL,key(p),msedge.exe,mystuff,NULL
save as draft,NULL,key(ctrl-s),msedge.exe,mystuff,NULL
refresh page,NULL,key(f5),msedge.exe,mystuff,NULL
reply,NULL,key(r),msedge.exe,mystuff,NULL
focus main window,NULL,key(shift-esc),msedge.exe,mystuff,NULL
next chat,NULL,key(ctrl-.),msedge.exe,mystuff,NULL
previous chat,NULL,"key(ctrl-,)",msedge.exe,mystuff,NULL
send message,NULL,key(ctrl-enter),msedge.exe,mystuff,NULL
carbon copy recipients,NULL,key(ctrl-shift-c),msedge.exe,mystuff,NULL
access custom from,NULL,key(ctrl-shift-f),msedge.exe,mystuff,NULL
discard draft,NULL,key(ctrl-shift-d),msedge.exe,mystuff,NULL
insert a link,NULL,key(ctrl-k),msedge.exe,mystuff,NULL
previous misspelt word,NULL,key(ctrl-;),msedge.exe,mystuff,NULL
next misspelt word,NULL,key(ctrl-'),msedge.exe,mystuff,NULL
open spelling suggestions,NULL,key(ctrl-m),msedge.exe,mystuff,NULL
go to inbox,NULL,"
key(g)
sleep(100ms)
key(i)",msedge.exe,mystuff,NULL
go to sent messages,NULL,"
key(g)
sleep(100ms)
key(t)",msedge.exe,mystuff,NULL
go to all mail,NULL,"
key(g)
sleep(100ms)
key(a)",msedge.exe,mystuff,NULL
go to contacts,NULL,"
key(g)
sleep(100ms)
key(c)",msedge.exe,mystuff,NULL
focus toolbar,NULL,"key(,)",msedge.exe,mystuff,NULL
select conversation,NULL,key(x),msedge.exe,mystuff,NULL
decrease size,NULL,key(ctrl-shift--),msedge.exe,mystuff,NULL
increase size,NULL,key(ctrl-shift-+),msedge.exe,mystuff,NULL
numbered list,NULL,key(ctrl-shift-7),msedge.exe,mystuff,NULL
bulleted list,NULL,key(ctrl-shift-8),msedge.exe,mystuff,NULL
strike through,NULL,key(ctrl-shift-5),msedge.exe,mystuff,NULL
reply all,NULL,key(a),msedge.exe,mystuff,NULL
compose,NULL,key(c),msedge.exe,mystuff,NULL
archive message,NULL,key(e),msedge.exe,mystuff,NULL
delete message,NULL,key(#),msedge.exe,mystuff,NULL
go to,NULL,key(ctrl-g),global,mystuff,NULL
navigate <user.letter> <number_small>,NULL,"
key(ctrl-g)
insert(""{letter}{number_small}"")",global,mystuff,NULL
screen reader menu,NULL,"
#NVDA
key(capslock:down)
sleep(50ms)
key(n)
sleep(50ms)
key(capslock:up)",global,mystuff,NULL
screen reader start,NULL,key(ctrl-alt-n),global,mystuff,NULL
screen reader sleep,NULL,"
key(capslock:down)
sleep(50ms)
key(shift-s)
sleep(50ms)
key(capslock:up)",global,mystuff,NULL
screen reader stop,NULL,"
key(capslock:down)
sleep(50ms)
key(q)
sleep(50ms)
key(capslock:up)
sleep(50ms)
key(enter)",global,mystuff,NULL
screen reader mode,NULL,"
key(capslock:down)
sleep(50ms)
key(s)
sleep(50ms)
key(capslock:up)",global,mystuff,NULL
screen reader read line,NULL,"
key(capslock:down)
sleep(50ms)
key(up)
sleep(50ms)
key(capslock:up)",global,mystuff,NULL
screen reader read all,NULL,"
key(capslock:down)
sleep(50ms)
key(down)
sleep(50ms)
key(capslock:up)",global,mystuff,NULL
screen reader report focus,NULL,"
key(capslock:down)
sleep(50ms)
key(t)
sleep(50ms)
key(capslock:up)",global,mystuff,NULL
screen reader report link,NULL,"
key(capslock:down)
sleep(50ms)
key(k)
sleep(50ms)
key(capslock:up)",global,mystuff,NULL
screen reader heading,NULL,key(h),global,mystuff,NULL
screen reader heading 1,NULL,key(1),global,mystuff,NULL
screen reader heading 2,NULL,key(2),global,mystuff,NULL
screen reader heading 3,NULL,key(3),global,mystuff,NULL
screen reader form field,NULL,key(f),global,mystuff,NULL
screen reader link,NULL,key(k),global,mystuff,NULL
screen reader landmark,NULL,key(d),global,mystuff,NULL
screen reader list,NULL,key(l),global,mystuff,NULL
screen reader table,NULL,key(t),global,mystuff,NULL
screen reader elements list,NULL,"
key(capslock:down)
sleep(50ms)
key(f7)
sleep(50ms)
key(capslock:up)",global,mystuff,NULL
notifications clear,NULL,"
mouse_move(308, 258)
mouse_click(0)",phoneexperiencehost.exe,mystuff,NULL
resume,NULL,key(f8),chrome.exe,mystuff,NULL
step over,NULL,key(f10),chrome.exe,mystuff,NULL
task manager,NULL,key(ctrl-alt-end),mstsc.exe,mystuff,NULL
connection bar,NULL,key(ctrl-alt-home),mstsc.exe,mystuff,NULL
window mode,NULL,"
key(ctrl-alt-home)
key(tab)
repeat(2)",mstsc.exe,mystuff,NULL
minimize remote window,NULL,"
key(ctrl-alt-home)
key(tab)
repeat(1)",mstsc.exe,mystuff,NULL
connect,NULL,key(alt-n),mstsc.exe,mystuff,NULL
disconnect,NULL,"
key(ctrl-alt-home)
key(tab)
repeat(3)",mstsc.exe,mystuff,NULL
system menu,NULL,"
key(ctrl-alt-home)",mstsc.exe,mystuff,NULL
pull changes,NULL,"
key(ctrl-k)
sleep(200ms)
key(ctrl-g)",mstsc.exe,mystuff,NULL
list directory,NULL,"
insert(""dir"")
sleep(100ms)
key(enter)",mstsc.exe,mystuff,NULL
previous directory,NULL,"
insert(""cd .."")
sleep(100ms)
key(enter)",mstsc.exe,mystuff,NULL
current directory,NULL,"
insert(""cd "")",mstsc.exe,mystuff,NULL
menu,NULL,key(alt),SnippingTool.exe,mystuff,NULL
mouse testing,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
user.mouse_testing(position_x, position_y)",SnippingTool.exe,mystuff,NULL
split cross,NULL,key(alt-shift-d),c:\windows\system32\cmd.exe,mystuff,NULL
split right,NULL,key(alt-shift-+),c:\windows\system32\cmd.exe,mystuff,NULL
split down,NULL,key(alt-shift--),c:\windows\system32\cmd.exe,mystuff,NULL
cross,NULL,key(ctrl-alt-left),c:\windows\system32\cmd.exe,mystuff,NULL
focus down,NULL,key(alt-down),c:\windows\system32\cmd.exe,mystuff,NULL
focus left,NULL,key(alt-left),c:\windows\system32\cmd.exe,mystuff,NULL
focus right,NULL,key(alt-right),c:\windows\system32\cmd.exe,mystuff,NULL
focus up,NULL,key(alt-up),c:\windows\system32\cmd.exe,mystuff,NULL
resize up,NULL,key(alt-shift-up),c:\windows\system32\cmd.exe,mystuff,NULL
resizes down,NULL,key(alt-shift-down),c:\windows\system32\cmd.exe,mystuff,NULL
resize left,NULL,key(alt-shift-left),c:\windows\system32\cmd.exe,mystuff,NULL
dotnet watch,NULL,"
insert(""dotnet watch"")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
dotnet run,NULL,"
insert(""dotnet run"")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
dotnet add package,NULL,"
insert(""dotnet add package "")",c:\windows\system32\cmd.exe,mystuff,NULL
previous [directory],NULL,"
insert(""cd .."")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
restart,NULL,"
key(ctrl-r)",c:\windows\system32\cmd.exe,mystuff,NULL
run code,NULL,"
insert(""code ."")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
settings,NULL,"key(ctrl-,)",c:\windows\system32\cmd.exe,mystuff,NULL
shutdown,NULL,key(ctrl-c),c:\windows\system32\cmd.exe,mystuff,NULL
split pain,NULL,key(shift-alt-d),c:\windows\system32\cmd.exe,mystuff,NULL
(dotnet build) | (build project),NULL,"
insert(""dotnet build"")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
list [directory],NULL,"
insert(""ls"")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
list all [directory],NULL,"
insert(""ls -a"")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
current [directory],NULL,"insert(""cd "")",c:\windows\system32\cmd.exe,mystuff,NULL
dotnet clean,NULL,"
insert(""dotnet clean"")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
dotnet test,NULL,"
insert(""dotnet test"")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
test method,NULL,"
edit.select_word()
methodName = edit.selected_text()
key(super-r)
sleep(300ms)
insert(""cmd"")
key(enter)
sleep(900ms)
insert(""CD C:\\Users\\MPhil\\source\\repos\\DevelopmentTemplate_24\\PlaywrightTests"")
key(enter)
sleep(600ms)
insert(""dotnet test --filter Name~{methodName} -- Playwright.LaunchOptions.Headless=false"")
sleep(300ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
test method headless,NULL,"
edit.select_word()
methodName = edit.selected_text()
key(super-r)
sleep(300ms)
insert(""cmd"")
key(enter)
sleep(900ms)
insert(""CD C:\\Users\\MPhil\\source\\repos\\DevelopmentTemplate_24\\PlaywrightTests"")
key(enter)
sleep(600ms)
insert(""dotnet test --filter Name~{methodName} -- Playwright.LaunchOptions.Headless=true"")
sleep(300ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
playwright generate code,NULL,"
key(super-r)
sleep(300ms)
insert(""cmd"")
key(enter)
sleep(900ms)
insert(""CD C:\\Users\\MPhil\\source\\repos\\DevelopmentTemplate_24\\PlaywrightTests"")
key(enter)
sleep(600ms)
insert(""pwsh bin/Debug/net8.0/playwright.ps1 codegen --viewport-size=1680,1050 http://localhost:5016/"")
sleep(300ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
playwright headless,NULL,"
insert(""$env:HEADED=\""0\"""")",c:\windows\system32\cmd.exe,mystuff,NULL
playwright headed,NULL,"
insert(""$env:HEADED=\""1\"""")",c:\windows\system32\cmd.exe,mystuff,NULL
playwright webkit,NULL,"
insert(""$env:BROWSER=\""webkit\"""")",c:\windows\system32\cmd.exe,mystuff,NULL
playwright debug,NULL,"
insert(""$env:PWDEBUG=\""1\"""")",c:\windows\system32\cmd.exe,mystuff,NULL
hunt [terminal],NULL,key(ctrl-shift-f),c:\windows\system32\cmd.exe,mystuff,NULL
dotnet ef create script,NULL,"
insert(""dotnet ef migrations script --output migrations.sql --idempotent --context"")",c:\windows\system32\cmd.exe,mystuff,NULL
dotnet ef migrations add,NULL,"
insert(""dotnet ef migrations add "")",c:\windows\system32\cmd.exe,mystuff,NULL
dotnet ef migrations remove,NULL,"
insert(""dotnet ef migrations remove"")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
dotnet publish voice admin,NULL,"
insert(""taskkill /F /IM VoiceLauncher.exe"")
sleep(100ms)
key(enter)
sleep(100ms)
insert(""CD C:\\Users\\MPhil\\source\\repos\\VoiceLauncherBlazor\\VoiceLauncher"")
sleep(100ms)
key(enter)
sleep(100ms)
insert(""dotnet publish -c Release "")
sleep(100ms)
key(enter)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
chat with database,NULL,"
insert(""CD C:\\Users\\MPhil\\source\\repos\\dbchatpro\\DBchatpro"")
sleep(100ms)
key(enter)
sleep(100ms)
insert(""dotnet run -c Release"")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
git clone,NULL,"insert(""git clone "")",c:\windows\system32\cmd.exe,mystuff,NULL
git pull,NULL,"insert(""git pull"")",c:\windows\system32\cmd.exe,mystuff,NULL
make directory,NULL,"insert(""mkdir "")",c:\windows\system32\cmd.exe,mystuff,NULL
dotnet build release,NULL,"
insert(""dotnet build -c Release"")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
clear screen,NULL,"
insert(""cls"")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
Linux update,NULL,"insert(""sudo apt-get update"")",c:\windows\system32\cmd.exe,mystuff,NULL
include paging,NULL,"insert("" | more"")",c:\windows\system32\cmd.exe,mystuff,NULL
repel,NULL,"
insert(""C:\\Users\\MPhil\\AppData\\Roaming\\talon\\venv\\3.13\\Scripts\\repl.bat"")
sleep(100ms)
key(enter)
sleep(100ms)
insert(""events.tail()"")",c:\windows\system32\cmd.exe,mystuff,NULL
list last commits,NULL,"
insert(""git log origin/master --oneline -n 10"")
sleep(100ms)
key(enter)",c:\windows\system32\cmd.exe,mystuff,NULL
delete object and binary folders,NULL,"insert(""Remove-Item -Path bin,obj -Recurse -Force"")",c:\windows\system32\cmd.exe,mystuff,NULL
"test (""new chat"")",NULL,"
key(ctrl-n)",global,mystuff,NULL
"test (""close chat"")",NULL,"
key(ctrl-w)",global,mystuff,NULL
"test (""search"")",NULL,"
key(ctrl-f)",global,mystuff,NULL
"test (""search in chat"")",NULL,"
key(ctrl-shift-f)",global,mystuff,NULL
"test (""profile"")",NULL,"
key(ctrl-p)",global,mystuff,NULL
"test (""mute chat"")",NULL,"
key(ctrl-shift-m)",global,mystuff,NULL
"test (""toggle read"")",NULL,"
key(ctrl-shift-u)",global,mystuff,NULL
"test (""emoji panel"")",NULL,"
key(ctrl-shift-e)",global,mystuff,NULL
"test (""gif panel"")",NULL,"
key(ctrl-shift-g)",global,mystuff,NULL
"test (""sticker panel"")",NULL,"
key(ctrl-shift-s)",global,mystuff,NULL
"test (""previous chat"")",NULL,"
key(ctrl-shift-[)",global,mystuff,NULL
"test (""next chat"")",NULL,"
key(ctrl-shift-])",global,mystuff,NULL
"test (""open chat 500"")",NULL,"
key(ctrl:down)
insert(""500"")
key(ctrl:up)",global,mystuff,NULL
"test (""edit last message"")",NULL,"
key(ctrl-up)",global,mystuff,NULL
"test (""zoom in"")",NULL,"
key(ctrl-+)",global,mystuff,NULL
"test (""zoom out"")",NULL,"
key(ctrl--)",global,mystuff,NULL
solution explorer,NULL,key(ctrl-alt-shift-r),mstsc.exe,mystuff,NULL
solution explorer collapse,NULL,"
key(ctrl-shift-p)
sleep(100ms)
key(ctrl-shift-w)",mstsc.exe,mystuff,NULL
search solution explorer,NULL,"
key(ctrl-;)
key(ctrl-shift-p)
sleep(100ms)
key(ctrl-shift-w)",mstsc.exe,mystuff,NULL
search solution explorer [<user.text>],NULL,"
key(ctrl-;)
sleep(100ms)
insert(text or """")",mstsc.exe,mystuff,NULL
new empty file,NULL,key(shift-f2),mstsc.exe,mystuff,NULL
[panel] properties,NULL,key(f4),mstsc.exe,mystuff,NULL
window position,NULL,key(alt-minus),mstsc.exe,mystuff,NULL
close tool [window],NULL,key(shift-escape),mstsc.exe,mystuff,NULL
close tab,NULL,key(ctrl-alt-f6),mstsc.exe,mystuff,NULL
closed tab,NULL,key(ctrl-alt-f6),mstsc.exe,mystuff,NULL
show settings,NULL,key(alt-t o),mstsc.exe,mystuff,NULL
fullscreen switch,NULL,key(shift-alt-enter),mstsc.exe,mystuff,NULL
wrap switch,NULL,key(ctrl-e ctrl-w),mstsc.exe,mystuff,NULL
find in files,NULL,key(ctrl-shift-alt-y),mstsc.exe,mystuff,NULL
(find files | file hunt) [<user.text>],NULL,"
key(ctrl-shift-t)
insert(text or """")",mstsc.exe,mystuff,NULL
file create,NULL,key(ctrl-n),mstsc.exe,mystuff,NULL
file rename,NULL,key(ctrl-[ s f2),mstsc.exe,mystuff,NULL
file reveal,NULL,key(ctrl-[ s),mstsc.exe,mystuff,NULL
show recent files,NULL,"
key(alt-f)
sleep(100ms)
key(f)",mstsc.exe,mystuff,NULL
show recent [projects | solutions],NULL,"
key(alt-f)
sleep(100ms)
key(j)",mstsc.exe,mystuff,NULL
hint show,NULL,key(ctrl-shift-space),mstsc.exe,mystuff,NULL
(go to definition | definition show),NULL,key(f12),mstsc.exe,mystuff,NULL
definition peek,NULL,key(alt-f12),mstsc.exe,mystuff,NULL
references find,NULL,key(shift-f12),mstsc.exe,mystuff,NULL
format (that | code),NULL,key(ctrl-k ctrl-d),mstsc.exe,mystuff,NULL
imports fix,NULL,key(ctrl-r ctrl-g),mstsc.exe,mystuff,NULL
refactor field,NULL,key(ctrl-r ctrl-e),mstsc.exe,mystuff,NULL
refactor interface,NULL,key(ctrl-r ctrl-i),mstsc.exe,mystuff,NULL
refactor method,NULL,key(ctrl-r ctrl-m),mstsc.exe,mystuff,NULL
refactor reorder parameters,NULL,key(ctrl-r ctrl-o),mstsc.exe,mystuff,NULL
refactor remove parameters,NULL,key(ctrl-r ctrl-v),mstsc.exe,mystuff,NULL
refactor that,NULL,key(ctrl-r ctrl-r),mstsc.exe,mystuff,NULL
(last position | go back),NULL,key(ctrl--),mstsc.exe,mystuff,NULL
go forward,NULL,key(ctrl-shift--),mstsc.exe,mystuff,NULL
go [to] implementation,NULL,key(ctrl-f12),mstsc.exe,mystuff,NULL
go recent [<user.text>],NULL,"
key(ctrl-. ctrl-r)
sleep(100ms)
insert(text or """")",mstsc.exe,mystuff,NULL
go type [<user.text>],NULL,"
key(ctrl-1 ctrl-t)
sleep(100ms)
insert(text or """")",mstsc.exe,mystuff,NULL
go member [<user.text>],NULL,"
key(alt-\)
sleep(100ms)
insert(text or """")",mstsc.exe,mystuff,NULL
